location_id,region,latitude,longitude,elevation_m,dem_source,dem_resolution_m,slope_direction_deg,slope_angle_deg,slope_height_km,local_relief_m,surface_roughness,green_index,habitat,rock_size_kg,runout_distance_km,impact_velocity_mps,displacement_mm,displacement_rate_mm_day,crack_length_km,crack_width_km,pore_pressure_kpa,pore_pressure_ratio,unit_weight_kn_m3,cohesion_kpa,internal_friction_deg,factor_of_safety,reinforcement_type,reinforcement_numeric,rainfall_mm_day,cumulative_rainfall_mm,seismic_vibration_g,time_since_last_blast_hr,truck_activity,river_proximity_km,road_proximity_km,alert_level,rockfall_event,risk_score,data_conflict
LOC_00001,Chile,-21.64237,-70.855443,617.8,SRTM,5.023747563519,149.9974088353522,15.633588666502014,0.016128388191699032,0.0,Low,0.9905254932730305,Grassland,206.76227818453523,0.025840480042839033,22.596013033072047,1.5974706621130428,0.44314144375522607,0.00038660194362437485,7.144118550094785e-06,9.134683071910333,0.06317824775514733,31.383948657867617,50.99030829502168,39.028852192100445,1.5247889771489336,mesh,1.006306666621097,19.040430054241384,87.28263328379035,0.00318231499644097,795.7153195145926,Yes,0.5619419906210327,0.27028216322650334,Low,No,0.09285146415063246,no
LOC_00002,USA_NW,48.040502,-115.5584,2085.7,LiDAR,10.241189461178218,314.9812996964992,35.699527937734,0.011335825718022084,118.88575024144079,High,0.7445690123096553,Forest,505.9948454589774,0.0432999260214077,4.652180749322482,13.595331166179509,1.1546982813856614,0.0014631866752607503,2.3110734146917514e-05,27.59982229639171,0.1761945762540305,20.418501679142437,29.12097992804424,29.737853737979602,0.5489027108737138,mesh,1.0126419134572278,19.86102822492127,160.57214563056888,0.006284905069098446,1486.6548156332303,No,0.8629360377769983,0.06864559720211053,Low,No,0.20551176168527882,no
LOC_00003,Russia_E,59.408735,141.702491,517.8,SRTM,29.830117736748676,112.3647684482772,30.835741604048515,0.005101524362441921,95.45056201502877,High,0.15884021742648574,Forest,34.59994338022994,0.0729283527257227,8.086257898434654,2.825004015301156,0.361240919493324,0.0016228853574603228,2.2099930357403346e-06,19.57208800333285,0.13121850325779527,27.35017593703145,10.660435009476673,43.91321685249787,1.7101954990724233,mesh,0.9842999754735439,6.596068501362736,33.36675851955667,0.005160178562069144,114.53653368834624,No,1.9710901869213289,0.3240748971158172,Low,No,0.19506291800569214,no
LOC_00004,Spain,38.834117,-6.947018,333.1,SRTM,31.560559114240625,273.06720643390497,49.860866328653,0.02549999906535172,37.62759084475428,Medium,0.285137241394636,Grassland,219.8700230654896,0.0009741411148289999,17.76950265851584,32.39392320652091,6.202373830906368,0.0008627700284640043,4.543129856856971e-06,23.7196710325092,0.15764997377765994,27.998711976786137,23.846616253143118,44.23848367925166,1.0020756443401309,shotcrete,3.106850884631254,13.3908648274904,161.7119261998656,0.0006182732080142645,486.1001077682054,Yes,0.8265874346458606,0.4422072165911581,High,No,0.2585300174713147,no
LOC_00005,Chile,-21.097654,-71.805684,885.2,LiDAR,4.879237721156798,72.69893824774967,,0.04611798813510076,8.037261675350349,Medium,0.511114745194733,Forest,1273.720288106624,0.04303038290293686,7.248922695742292,,0.28141388807198275,0.0001216378768394218,3.935554369286345e-05,,0.3641046404069097,22.836061544362153,21.50450059115937,40.87268780473251,,none,0.0,,122.16394082577698,0.009738938784180605,1330.861978120841,No,0.8359495394968498,0.08972861940834097,Medium,No,0.22221053879796895,no
LOC_00006,USA_NW,47.304799,-120.320124,845.4,LiDAR,14.626690628663184,360.7823546143358,34.514573433552926,0.0073455255952354645,11.102857703264979,Low,0.7717417749187181,Urban,324.98530618079934,0.032066360461148635,9.708088353075128,1.0932867949528882,0.09070475628672141,0.0007760736488491478,3.0208843009391155e-05,52.04841735592299,0.37641041090711014,26.309611033387434,12.232295556485669,27.01490065643184,1.365173378570407,shotcrete,3.0106656497326982,23.971075691406703,227.88405380537463,0.005250980579480043,425.76929303070887,Yes,0.20583535717927526,0.3493365823709626,Low,No,0.20261655402835907,no
LOC_00007,Russia_E,53.548997,147.50497,580.3,SRTM,14.85301087916835,143.9782106911171,2.054907522341826,0.005082037587006965,0.0,Medium,0.5763198962571939,Agricultural,7828.388646585827,0.057975372965393054,11.20437296174056,34.7813298919491,4.7166974664943035,0.0008089898499764137,4.210044199504293e-06,18.88451277670152,0.1206059802280956,24.45926537789292,7.239431272335345,34.157306622184414,1.4086486867834473,shotcrete,2.9529480708744513,16.774817372873766,99.03429978128271,0.00848088175238157,2633.018692289747,Yes,4.914903789592977,0.196788222666426,Low,No,0.07811129941238085,no
LOC_00008,USA_NW,41.926107,-123.945541,259.6,ALOS,29.58338511245245,319.3050626487921,21.242614719453695,0.010114659127460715,0.0,High,0.6016087874351363,Agricultural,1501.4122475266977,0.0010052965957688604,12.867586370616527,24.409305553129087,2.90772877475378,0.0012545244782950365,5.250756778737289e-06,35.98988889458327,0.23657731142580826,23.383545060934722,32.44956547986813,34.056094465069606,1.3568459593715936,shotcrete,3.061796931526205,8.71091943239087,47.77219173527111,0.005210019499673479,688.0081749036796,No,2.584370808497335,0.6203289192420438,Low,No,0.14430530389477925,no
LOC_00009,Turkey,39.336209,35.510667,497.6,SRTM,9.515024596157124,53.671295570061766,33.81180307342225,0.0063924833627264956,99.58242608941522,Medium,0.21977466594678763,Forest,1083.6206000156822,0.04105718030272985,19.767366836715635,3.279179087466936,0.46235813372358847,0.000592918611940028,4.249377742652943e-05,30.536646116502546,0.2023519840691949,28.413912793708196,12.141948720362,26.46275544839163,1.0937635489767186,shotcrete,3.151269006487545,28.070304011279408,95.20638449256745,0.0029429264725537563,1301.985409839128,No,0.12697809845921326,0.2588481052509762,Medium,No,0.22888087885263564,no
LOC_00010,China,26.382791,113.264508,960.3,SRTM,30.53328857717773,129.77917412447724,9.502380314786688,0.03267275352366878,61.14195579431975,Medium,0.2540868117912379,Grassland,978.8635867702129,0.00102863674272564,14.820806479126212,7.28497635370262,1.504037332970026,0.0016525930249307972,2.956031441281504e-05,25.414293370268403,0.1788639008688203,28.050945657178143,29.220895181805293,36.75530503530208,1.1032305564835114,mesh,1.047037453429962,35.87730875712946,150.55098309964583,0.02174183536358486,917.7768032394562,Yes,0.006141527953086429,0.0642718665178965,Low,No,0.15956603637401648,no
